Date,Shift,GarmentType,TargetUnits,EmployeeIDs,DefectsCount,MachineID,Make,Model,Assigned (Yes/No)
2023-10-18,Day,Shirt,522,"E012, E045, E046, E016, E030, E004, E045, E031, E017, E013",12,M046,Brother,J3000,No
2023-10-18,Day,Shirt,522,"E012, E045, E046, E016, E030, E004, E045, E031, E017, E013",12,M047,Singer,S1000,No
2023-10-18,Day,Shirt,522,"E012, E045, E046, E016, E030, E004, E045, E031, E017, E013",12,M048,Juki,J3000,No
2023-10-18,Day,Shirt,522,"E012, E045, E046, E016, E030, E004, E045, E031, E017, E013",12,M049,Juki,J3000,Yes
2023-10-18,Day,Shirt,522,"E012, E045, E046, E016, E030, E004, E045, E031, E017, E013",12,M050,Brother,B2000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M001,Singer,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M002,Juki,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M003,Brother,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M004,Brother,J3000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M005,Juki,B2000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M006,Juki,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M007,Singer,B2000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M008,Brother,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M009,Juki,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M010,Singer,B2000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M011,Juki,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M012,Singer,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M013,Juki,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M014,Brother,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M015,Brother,B2000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M016,Juki,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M017,Singer,B2000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M018,Brother,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M019,Brother,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M020,Brother,J3000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M021,Singer,B2000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M022,Brother,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M023,Juki,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M024,Brother,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M025,Singer,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M026,Juki,J3000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M027,Singer,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M028,Brother,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M029,Singer,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M030,Brother,J3000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M031,Brother,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M032,Singer,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M033,Juki,B2000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M034,Juki,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M035,Juki,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M036,Brother,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M037,Juki,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M038,Singer,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M039,Singer,B2000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M040,Juki,B2000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M041,Brother,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M042,Singer,B2000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M043,Singer,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M044,Singer,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M045,Juki,J3000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M046,Juki,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M047,Brother,S1000,Yes
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M048,Singer,S1000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M049,Juki,B2000,No
2023-10-18,Night,T-Shirt,596,"E048, E001, E011, E020, E030, E017, E003, E015, E004, E008",8,M050,Brother,B2000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M001,Juki,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M002,Juki,J3000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M003,Juki,B2000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M004,Juki,J3000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M005,Juki,S1000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M006,Juki,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M007,Brother,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M008,Brother,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M009,Juki,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M010,Brother,B2000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M011,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M012,Singer,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M013,Singer,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M014,Brother,B2000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M015,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M016,Singer,S1000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M017,Brother,B2000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M018,Singer,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M019,Singer,B2000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M020,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M021,Singer,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M022,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M023,Singer,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M024,Brother,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M025,Brother,B2000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M026,Brother,B2000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M027,Brother,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M028,Brother,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M029,Singer,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M030,Singer,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M031,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M032,Brother,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M033,Brother,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M034,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M035,Singer,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M036,Juki,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M037,Juki,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M038,Juki,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M039,Singer,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M040,Juki,B2000,Yes
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M041,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M042,Singer,B2000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M043,Brother,B2000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M044,Singer,B2000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M045,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M046,Juki,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M047,Juki,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M048,Brother,J3000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M049,Juki,S1000,No
2023-10-19,Day,T-Shirt,616,"E005, E026, E018, E038, E024, E036, E007, E002, E039, E042",20,M050,Juki,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M001,Singer,J3000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M002,Juki,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M003,Brother,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M004,Singer,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M005,Singer,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M006,Brother,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M007,Singer,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M008,Juki,B2000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M009,Singer,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M010,Juki,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M011,Brother,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M012,Brother,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M013,Brother,B2000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M014,Brother,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M015,Singer,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M016,Singer,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M017,Juki,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M018,Juki,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M019,Singer,S1000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M020,Singer,J3000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M021,Juki,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M022,Singer,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M023,Brother,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M024,Singer,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M025,Juki,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M026,Juki,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M027,Singer,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M028,Singer,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M029,Juki,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M030,Juki,S1000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M031,Juki,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M032,Brother,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M033,Brother,S1000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M034,Brother,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M035,Singer,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M036,Singer,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M037,Brother,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M038,Brother,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M039,Brother,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M040,Juki,B2000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M041,Singer,J3000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M042,Juki,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M043,Singer,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M044,Juki,S1000,Yes
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M045,Brother,B2000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M046,Singer,J3000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M047,Juki,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M048,Singer,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M049,Juki,S1000,No
2023-10-19,Night,Dress,402,"E021, E001, E027, E001, E049, E013, E046, E048, E020, E033",14,M050,Singer,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M001,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M002,Singer,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M003,Singer,B2000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M004,Singer,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M005,Singer,J3000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M006,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M007,Brother,S1000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M008,Juki,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M009,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M010,Juki,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M011,Brother,B2000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M012,Brother,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M013,Brother,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M014,Singer,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M015,Juki,S1000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M016,Juki,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M017,Juki,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M018,Juki,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M019,Brother,S1000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M020,Brother,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M021,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M022,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M023,Singer,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M024,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M025,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M026,Brother,J3000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M027,Singer,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M028,Brother,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M029,Singer,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M030,Juki,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M031,Singer,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M032,Juki,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M033,Singer,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M034,Singer,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M035,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M036,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M037,Singer,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M038,Singer,B2000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M039,Juki,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M040,Singer,B2000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M041,Brother,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M042,Brother,J3000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M043,Juki,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M044,Juki,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M045,Brother,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M046,Juki,J3000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M047,Singer,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M048,Singer,B2000,Yes
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M049,Brother,S1000,No
2023-10-20,Day,Shirt,418,"E034, E050, E043, E007, E030, E040, E020, E032, E002, E007",24,M050,Juki,B2000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M001,Singer,S1000,Yes
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M002,Brother,B2000,Yes
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M003,Brother,S1000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M004,Singer,J3000,Yes
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M005,Juki,J3000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M006,Juki,B2000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M007,Singer,B2000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M008,Brother,S1000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M009,Singer,J3000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M010,Juki,S1000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M011,Brother,J3000,No
2023-10-20,Night,Jacket,360,"E031, E041, E005, E003, E038, E014, E034, E011, E032, E023",23,M012,Juki,B2000,Yes
