MachineID,Make,Model,Date,Shift,Assigned (Yes/No)
M001,Brother,J3000,"October 12, 2023",Day,No
M002,Brother,B2000,"October 12, 2023",Day,No
M003,Juki,B2000,"October 12, 2023",Day,No
M004,Singer,S1000,"October 12, 2023",Day,Yes
M005,Brother,J3000,"October 12, 2023",Day,No
M006,Singer,J3000,"October 12, 2023",Day,No
M007,Juki,J3000,"October 12, 2023",Day,No
M008,Singer,S1000,"October 12, 2023",Day,Yes
M009,Juki,B2000,"October 12, 2023",Day,No
M010,Juki,S1000,"October 12, 2023",Day,No
M011,Singer,S1000,"October 12, 2023",Day,No
M012,Brother,B2000,"October 12, 2023",Day,Yes
M013,Juki,J3000,"October 12, 2023",Day,No
M014,Singer,B2000,"October 12, 2023",Day,Yes
M015,Brother,S1000,"October 12, 2023",Day,No
M016,Juki,J3000,"October 12, 2023",Day,No
M017,Brother,B2000,"October 12, 2023",Day,No
M018,Juki,J3000,"October 12, 2023",Day,No
M019,Singer,B2000,"October 12, 2023",Day,No
M020,Juki,B2000,"October 12, 2023",Day,No
M021,Juki,S1000,"October 12, 2023",Day,No
M022,Juki,S1000,"October 12, 2023",Day,No
M023,Singer,B2000,"October 12, 2023",Day,No
M024,Juki,J3000,"October 12, 2023",Day,No
M025,Singer,B2000,"October 12, 2023",Day,No
M026,Juki,B2000,"October 12, 2023",Day,No
M027,Singer,J3000,"October 12, 2023",Day,No
M028,Juki,B2000,"October 12, 2023",Day,No
M029,Singer,S1000,"October 12, 2023",Day,No
M030,Brother,B2000,"October 12, 2023",Day,No
M031,Singer,J3000,"October 12, 2023",Day,No
M032,Brother,B2000,"October 12, 2023",Day,Yes
M033,Juki,B2000,"October 12, 2023",Day,No
M034,Brother,J3000,"October 12, 2023",Day,No
M035,Singer,J3000,"October 12, 2023",Day,No
M036,Brother,B2000,"October 12, 2023",Day,Yes
M037,Singer,J3000,"October 12, 2023",Day,No
M038,Singer,S1000,"October 12, 2023",Day,No
M039,Brother,J3000,"October 12, 2023",Day,Yes
M040,Juki,S1000,"October 12, 2023",Day,No
M041,Singer,B2000,"October 12, 2023",Day,No
M042,Singer,J3000,"October 12, 2023",Day,No
M043,Singer,B2000,"October 12, 2023",Day,Yes
M044,Brother,B2000,"October 12, 2023",Day,No
M045,Singer,B2000,"October 12, 2023",Day,No
M046,Singer,S1000,"October 12, 2023",Day,No
M047,Juki,J3000,"October 12, 2023",Day,No
M048,Singer,J3000,"October 12, 2023",Day,No
M049,Singer,J3000,"October 12, 2023",Day,No
M050,Juki,J3000,"October 12, 2023",Day,No
M001,Singer,B2000,"October 12, 2023",Night,Yes
M002,Singer,B2000,"October 12, 2023",Night,No
M003,Singer,B2000,"October 12, 2023",Night,No
M004,Juki,J3000,"October 12, 2023",Night,Yes
M005,Juki,J3000,"October 12, 2023",Night,No
M006,Juki,B2000,"October 12, 2023",Night,No
M007,Juki,J3000,"October 12, 2023",Night,Yes
M008,Juki,B2000,"October 12, 2023",Night,No
M009,Singer,S1000,"October 12, 2023",Night,No
M010,Singer,J3000,"October 12, 2023",Night,No
M011,Brother,J3000,"October 12, 2023",Night,No
M012,Juki,J3000,"October 12, 2023",Night,No
M013,Brother,B2000,"October 12, 2023",Night,No
M014,Singer,J3000,"October 12, 2023",Night,No
M015,Singer,J3000,"October 12, 2023",Night,No
M016,Juki,S1000,"October 12, 2023",Night,No
M017,Singer,B2000,"October 12, 2023",Night,Yes
M018,Brother,J3000,"October 12, 2023",Night,No
M019,Brother,S1000,"October 12, 2023",Night,No
M020,Juki,S1000,"October 12, 2023",Night,No
M021,Brother,S1000,"October 12, 2023",Night,No
M022,Brother,J3000,"October 12, 2023",Night,No
M023,Brother,B2000,"October 12, 2023",Night,No
M024,Singer,B2000,"October 12, 2023",Night,Yes
M025,Brother,S1000,"October 12, 2023",Night,No
M026,Brother,J3000,"October 12, 2023",Night,No
M027,Singer,J3000,"October 12, 2023",Night,No
M028,Brother,J3000,"October 12, 2023",Night,Yes
M029,Brother,B2000,"October 12, 2023",Night,No
M030,Juki,J3000,"October 12, 2023",Night,No
M031,Juki,J3000,"October 12, 2023",Night,No
M032,Brother,S1000,"October 12, 2023",Night,No
M033,Juki,B2000,"October 12, 2023",Night,No
M034,Brother,J3000,"October 12, 2023",Night,Yes
M035,Juki,S1000,"October 12, 2023",Night,No
M036,Brother,J3000,"October 12, 2023",Night,Yes
M037,Brother,J3000,"October 12, 2023",Night,No
M038,Singer,S1000,"October 12, 2023",Night,No
M039,Brother,B2000,"October 12, 2023",Night,No
M040,Juki,J3000,"October 12, 2023",Night,No
M041,Juki,B2000,"October 12, 2023",Night,No
M042,Juki,S1000,"October 12, 2023",Night,No
M043,Juki,J3000,"October 12, 2023",Night,Yes
M044,Singer,J3000,"October 12, 2023",Night,No
M045,Singer,B2000,"October 12, 2023",Night,No
M046,Brother,J3000,"October 12, 2023",Night,No
M047,Juki,S1000,"October 12, 2023",Night,Yes
M048,Brother,S1000,"October 12, 2023",Night,No
M049,Juki,B2000,"October 12, 2023",Night,No
M050,Juki,J3000,"October 12, 2023",Night,No
M001,Singer,B2000,"October 13, 2023",Day,No
M002,Juki,J3000,"October 13, 2023",Day,No
M003,Singer,S1000,"October 13, 2023",Day,No
M004,Singer,J3000,"October 13, 2023",Day,No
M005,Singer,B2000,"October 13, 2023",Day,Yes
M006,Brother,J3000,"October 13, 2023",Day,No
M007,Singer,B2000,"October 13, 2023",Day,No
M008,Juki,B2000,"October 13, 2023",Day,No
M009,Juki,B2000,"October 13, 2023",Day,No
M010,Singer,B2000,"October 13, 2023",Day,No
M011,Juki,B2000,"October 13, 2023",Day,No
M012,Brother,S1000,"October 13, 2023",Day,Yes
M013,Juki,B2000,"October 13, 2023",Day,No
M014,Brother,S1000,"October 13, 2023",Day,No
M015,Brother,J3000,"October 13, 2023",Day,No
M016,Juki,J3000,"October 13, 2023",Day,No
M017,Juki,J3000,"October 13, 2023",Day,No
M018,Singer,S1000,"October 13, 2023",Day,No
M019,Singer,B2000,"October 13, 2023",Day,Yes
M020,Juki,S1000,"October 13, 2023",Day,No
M021,Singer,B2000,"October 13, 2023",Day,No
M022,Singer,B2000,"October 13, 2023",Day,No
M023,Brother,B2000,"October 13, 2023",Day,No
M024,Juki,B2000,"October 13, 2023",Day,No
M025,Brother,S1000,"October 13, 2023",Day,No
M026,Juki,J3000,"October 13, 2023",Day,No
M027,Singer,S1000,"October 13, 2023",Day,No
M028,Juki,J3000,"October 13, 2023",Day,No
M029,Singer,S1000,"October 13, 2023",Day,No
M030,Brother,S1000,"October 13, 2023",Day,No
M031,Juki,S1000,"October 13, 2023",Day,Yes
M032,Brother,S1000,"October 13, 2023",Day,No
M033,Brother,J3000,"October 13, 2023",Day,Yes
M034,Juki,B2000,"October 13, 2023",Day,Yes
M035,Singer,S1000,"October 13, 2023",Day,No
M036,Juki,S1000,"October 13, 2023",Day,No
M037,Singer,S1000,"October 13, 2023",Day,No
M038,Brother,B2000,"October 13, 2023",Day,No
M039,Brother,J3000,"October 13, 2023",Day,Yes
M040,Singer,J3000,"October 13, 2023",Day,No
M041,Singer,J3000,"October 13, 2023",Day,No
M042,Singer,S1000,"October 13, 2023",Day,No
M043,Singer,S1000,"October 13, 2023",Day,No
M044,Juki,S1000,"October 13, 2023",Day,No
M045,Brother,J3000,"October 13, 2023",Day,Yes
M046,Juki,B2000,"October 13, 2023",Day,No
M047,Singer,J3000,"October 13, 2023",Day,Yes
M048,Brother,J3000,"October 13, 2023",Day,No
M049,Singer,S1000,"October 13, 2023",Day,Yes
M050,Brother,J3000,"October 13, 2023",Day,No
M001,Brother,B2000,"October 13, 2023",Night,No
M002,Singer,S1000,"October 13, 2023",Night,No
M003,Brother,J3000,"October 13, 2023",Night,No
M004,Singer,B2000,"October 13, 2023",Night,No
M005,Singer,J3000,"October 13, 2023",Night,No
M006,Brother,B2000,"October 13, 2023",Night,No
M007,Singer,B2000,"October 13, 2023",Night,No
M008,Juki,J3000,"October 13, 2023",Night,No
M009,Singer,S1000,"October 13, 2023",Night,No
M010,Brother,B2000,"October 13, 2023",Night,No
M011,Juki,S1000,"October 13, 2023",Night,No
M012,Brother,B2000,"October 13, 2023",Night,No
M013,Juki,S1000,"October 13, 2023",Night,No
M014,Juki,S1000,"October 13, 2023",Night,No
M015,Brother,J3000,"October 13, 2023",Night,Yes
M016,Brother,S1000,"October 13, 2023",Night,No
M017,Juki,B2000,"October 13, 2023",Night,No
M018,Juki,J3000,"October 13, 2023",Night,No
M019,Juki,J3000,"October 13, 2023",Night,Yes
M020,Juki,B2000,"October 13, 2023",Night,No
M021,Juki,S1000,"October 13, 2023",Night,No
M022,Brother,J3000,"October 13, 2023",Night,Yes
M023,Juki,J3000,"October 13, 2023",Night,No
M024,Juki,B2000,"October 13, 2023",Night,No
M025,Brother,S1000,"October 13, 2023",Night,Yes
M026,Brother,B2000,"October 13, 2023",Night,No
M027,Juki,S1000,"October 13, 2023",Night,No
M028,Brother,B2000,"October 13, 2023",Night,No
M029,Brother,B2000,"October 13, 2023",Night,No
M030,Singer,S1000,"October 13, 2023",Night,No
M031,Singer,B2000,"October 13, 2023",Night,No
M032,Singer,J3000,"October 13, 2023",Night,No
M033,Juki,J3000,"October 13, 2023",Night,No
M034,Juki,J3000,"October 13, 2023",Night,No
M035,Juki,S1000,"October 13, 2023",Night,No
M036,Juki,B2000,"October 13, 2023",Night,Yes
M037,Singer,B2000,"October 13, 2023",Night,No
M038,Juki,S1000,"October 13, 2023",Night,Yes
M039,Singer,B2000,"October 13, 2023",Night,No
M040,Singer,B2000,"October 13, 2023",Night,No
M041,Brother,J3000,"October 13, 2023",Night,Yes
M042,Singer,J3000,"October 13, 2023",Night,No
M043,Singer,S1000,"October 13, 2023",Night,No
M044,Brother,S1000,"October 13, 2023",Night,Yes
M045,Singer,J3000,"October 13, 2023",Night,Yes
M046,Brother,J3000,"October 13, 2023",Night,No
M047,Brother,J3000,"October 13, 2023",Night,No
M048,Juki,S1000,"October 13, 2023",Night,No
M049,Juki,B2000,"October 13, 2023",Night,No
M050,Juki,S1000,"October 13, 2023",Night,No
M001,Brother,B2000,"October 14, 2023",Day,No
M002,Singer,B2000,"October 14, 2023",Day,Yes
M003,Juki,B2000,"October 14, 2023",Day,No
M004,Singer,B2000,"October 14, 2023",Day,No
M005,Juki,B2000,"October 14, 2023",Day,Yes
M006,Singer,S1000,"October 14, 2023",Day,No
M007,Brother,B2000,"October 14, 2023",Day,Yes
M008,Singer,S1000,"October 14, 2023",Day,No
M009,Singer,B2000,"October 14, 2023",Day,No
M010,Juki,B2000,"October 14, 2023",Day,No
M011,Singer,B2000,"October 14, 2023",Day,No
M012,Singer,J3000,"October 14, 2023",Day,Yes
M013,Juki,B2000,"October 14, 2023",Day,No
M014,Juki,J3000,"October 14, 2023",Day,No
M015,Singer,B2000,"October 14, 2023",Day,No
M016,Juki,S1000,"October 14, 2023",Day,No
M017,Juki,B2000,"October 14, 2023",Day,No
M018,Brother,B2000,"October 14, 2023",Day,Yes
M019,Singer,B2000,"October 14, 2023",Day,Yes
M020,Brother,S1000,"October 14, 2023",Day,No
M021,Singer,S1000,"October 14, 2023",Day,No
M022,Singer,S1000,"October 14, 2023",Day,No
M023,Brother,B2000,"October 14, 2023",Day,No
M024,Juki,J3000,"October 14, 2023",Day,No
M025,Singer,B2000,"October 14, 2023",Day,No
M026,Juki,J3000,"October 14, 2023",Day,No
M027,Juki,J3000,"October 14, 2023",Day,No
M028,Brother,B2000,"October 14, 2023",Day,No
M029,Juki,B2000,"October 14, 2023",Day,No
M030,Juki,S1000,"October 14, 2023",Day,No
M031,Juki,J3000,"October 14, 2023",Day,No
M032,Brother,J3000,"October 14, 2023",Day,Yes
M033,Brother,J3000,"October 14, 2023",Day,Yes
M034,Brother,J3000,"October 14, 2023",Day,No
M035,Singer,J3000,"October 14, 2023",Day,No
M036,Brother,B2000,"October 14, 2023",Day,No
M037,Singer,J3000,"October 14, 2023",Day,No
M038,Juki,J3000,"October 14, 2023",Day,No
M039,Singer,B2000,"October 14, 2023",Day,No
M040,Brother,S1000,"October 14, 2023",Day,No
M041,Singer,S1000,"October 14, 2023",Day,No
M042,Juki,J3000,"October 14, 2023",Day,No
M043,Brother,B2000,"October 14, 2023",Day,Yes
M044,Singer,B2000,"October 14, 2023",Day,No
M045,Juki,B2000,"October 14, 2023",Day,No
M046,Brother,S1000,"October 14, 2023",Day,No
M047,Juki,B2000,"October 14, 2023",Day,Yes
M048,Singer,J3000,"October 14, 2023",Day,No
M049,Brother,J3000,"October 14, 2023",Day,No
M050,Singer,B2000,"October 14, 2023",Day,No
M001,Singer,B2000,"October 14, 2023",Night,No
M002,Juki,B2000,"October 14, 2023",Night,No
M003,Juki,J3000,"October 14, 2023",Night,No
M004,Singer,J3000,"October 14, 2023",Night,Yes
M005,Singer,S1000,"October 14, 2023",Night,No
M006,Singer,S1000,"October 14, 2023",Night,Yes
M007,Brother,J3000,"October 14, 2023",Night,No
M008,Juki,J3000,"October 14, 2023",Night,No
M009,Brother,S1000,"October 14, 2023",Night,No
M010,Singer,S1000,"October 14, 2023",Night,No
M011,Juki,J3000,"October 14, 2023",Night,No
M012,Juki,S1000,"October 14, 2023",Night,No
M013,Brother,B2000,"October 14, 2023",Night,No
M014,Juki,J3000,"October 14, 2023",Night,Yes
M015,Juki,S1000,"October 14, 2023",Night,No
M016,Juki,B2000,"October 14, 2023",Night,Yes
M017,Juki,B2000,"October 14, 2023",Night,No
M018,Brother,S1000,"October 14, 2023",Night,No
M019,Juki,B2000,"October 14, 2023",Night,Yes
M020,Juki,S1000,"October 14, 2023",Night,No
M021,Juki,B2000,"October 14, 2023",Night,No
M022,Brother,J3000,"October 14, 2023",Night,No
M023,Singer,S1000,"October 14, 2023",Night,No
M024,Singer,S1000,"October 14, 2023",Night,No
M025,Juki,B2000,"October 14, 2023",Night,No
M026,Brother,S1000,"October 14, 2023",Night,No
M027,Singer,B2000,"October 14, 2023",Night,No
M028,Juki,B2000,"October 14, 2023",Night,No
M029,Singer,J3000,"October 14, 2023",Night,Yes
M030,Juki,J3000,"October 14, 2023",Night,Yes
M031,Juki,J3000,"October 14, 2023",Night,No
M032,Brother,B2000,"October 14, 2023",Night,Yes
M033,Brother,S1000,"October 14, 2023",Night,No
M034,Brother,J3000,"October 14, 2023",Night,Yes
M035,Brother,J3000,"October 14, 2023",Night,Yes
M036,Brother,J3000,"October 14, 2023",Night,No
M037,Singer,J3000,"October 14, 2023",Night,No
M038,Singer,J3000,"October 14, 2023",Night,No
M039,Brother,S1000,"October 14, 2023",Night,No
M040,Brother,B2000,"October 14, 2023",Night,No
M041,Brother,B2000,"October 14, 2023",Night,No
M042,Singer,B2000,"October 14, 2023",Night,No
M043,Brother,S1000,"October 14, 2023",Night,No
M044,Brother,J3000,"October 14, 2023",Night,No
M045,Brother,J3000,"October 14, 2023",Night,No
M046,Singer,S1000,"October 14, 2023",Night,No
M047,Juki,J3000,"October 14, 2023",Night,No
M048,Singer,B2000,"October 14, 2023",Night,No
M049,Singer,S1000,"October 14, 2023",Night,No
M050,Brother,B2000,"October 14, 2023",Night,No
M001,Juki,B2000,"October 15, 2023",Day,No
M002,Juki,S1000,"October 15, 2023",Day,No
M003,Brother,S1000,"October 15, 2023",Day,No
M004,Singer,S1000,"October 15, 2023",Day,No
M005,Juki,S1000,"October 15, 2023",Day,No
M006,Juki,B2000,"October 15, 2023",Day,No
M007,Singer,B2000,"October 15, 2023",Day,No
M008,Juki,J3000,"October 15, 2023",Day,No
M009,Singer,J3000,"October 15, 2023",Day,Yes
M010,Singer,B2000,"October 15, 2023",Day,No
M011,Brother,S1000,"October 15, 2023",Day,No
M012,Singer,B2000,"October 15, 2023",Day,No
M013,Singer,S1000,"October 15, 2023",Day,No
M014,Singer,B2000,"October 15, 2023",Day,No
M015,Brother,J3000,"October 15, 2023",Day,No
M016,Singer,S1000,"October 15, 2023",Day,No
M017,Juki,S1000,"October 15, 2023",Day,No
M018,Singer,J3000,"October 15, 2023",Day,No
M019,Brother,B2000,"October 15, 2023",Day,No
M020,Brother,B2000,"October 15, 2023",Day,No
M021,Singer,J3000,"October 15, 2023",Day,No
M022,Singer,B2000,"October 15, 2023",Day,No
M023,Singer,J3000,"October 15, 2023",Day,No
M024,Juki,J3000,"October 15, 2023",Day,No
M025,Brother,J3000,"October 15, 2023",Day,Yes
M026,Brother,S1000,"October 15, 2023",Day,No
M027,Singer,S1000,"October 15, 2023",Day,No
M028,Brother,B2000,"October 15, 2023",Day,No
M029,Juki,J3000,"October 15, 2023",Day,No
M030,Brother,S1000,"October 15, 2023",Day,No
M031,Brother,S1000,"October 15, 2023",Day,No
M032,Singer,J3000,"October 15, 2023",Day,No
M033,Brother,S1000,"October 15, 2023",Day,No
M034,Brother,S1000,"October 15, 2023",Day,No
M035,Juki,J3000,"October 15, 2023",Day,No
M036,Singer,J3000,"October 15, 2023",Day,No
M037,Juki,S1000,"October 15, 2023",Day,Yes
M038,Juki,S1000,"October 15, 2023",Day,Yes
M039,Singer,B2000,"October 15, 2023",Day,Yes
M040,Juki,B2000,"October 15, 2023",Day,Yes
M041,Singer,J3000,"October 15, 2023",Day,Yes
M042,Brother,B2000,"October 15, 2023",Day,Yes
M043,Singer,J3000,"October 15, 2023",Day,No
M044,Juki,S1000,"October 15, 2023",Day,No
M045,Brother,J3000,"October 15, 2023",Day,No
M046,Singer,B2000,"October 15, 2023",Day,Yes
M047,Brother,S1000,"October 15, 2023",Day,No
M048,Juki,S1000,"October 15, 2023",Day,No
M049,Singer,B2000,"October 15, 2023",Day,No
M050,Brother,J3000,"October 15, 2023",Day,No
M001,Brother,J3000,"October 15, 2023",Night,Yes
M002,Juki,S1000,"October 15, 2023",Night,No
M003,Brother,J3000,"October 15, 2023",Night,No
M004,Juki,J3000,"October 15, 2023",Night,No
M005,Juki,B2000,"October 15, 2023",Night,No
M006,Brother,J3000,"October 15, 2023",Night,No
M007,Juki,B2000,"October 15, 2023",Night,Yes
M008,Juki,J3000,"October 15, 2023",Night,Yes
M009,Singer,S1000,"October 15, 2023",Night,No
M010,Singer,B2000,"October 15, 2023",Night,No
M011,Juki,S1000,"October 15, 2023",Night,No
M012,Singer,J3000,"October 15, 2023",Night,No
M013,Brother,B2000,"October 15, 2023",Night,No
M014,Singer,S1000,"October 15, 2023",Night,No
M015,Brother,J3000,"October 15, 2023",Night,No
M016,Singer,J3000,"October 15, 2023",Night,No
M017,Singer,S1000,"October 15, 2023",Night,Yes
M018,Juki,B2000,"October 15, 2023",Night,No
M019,Juki,B2000,"October 15, 2023",Night,Yes
M020,Singer,S1000,"October 15, 2023",Night,Yes
M021,Brother,S1000,"October 15, 2023",Night,Yes
M022,Brother,J3000,"October 15, 2023",Night,No
M023,Singer,B2000,"October 15, 2023",Night,No
M024,Juki,J3000,"October 15, 2023",Night,No
M025,Brother,S1000,"October 15, 2023",Night,No
M026,Brother,B2000,"October 15, 2023",Night,Yes
M027,Brother,J3000,"October 15, 2023",Night,No
M028,Singer,J3000,"October 15, 2023",Night,No
M029,Brother,J3000,"October 15, 2023",Night,No
M030,Brother,J3000,"October 15, 2023",Night,No
M031,Juki,S1000,"October 15, 2023",Night,Yes
M032,Brother,S1000,"October 15, 2023",Night,No
M033,Brother,S1000,"October 15, 2023",Night,No
M034,Brother,S1000,"October 15, 2023",Night,No
M035,Juki,S1000,"October 15, 2023",Night,No
M036,Brother,B2000,"October 15, 2023",Night,No
M037,Singer,J3000,"October 15, 2023",Night,No
M038,Juki,S1000,"October 15, 2023",Night,Yes
M039,Singer,J3000,"October 15, 2023",Night,No
M040,Brother,S1000,"October 15, 2023",Night,No
M041,Singer,B2000,"October 15, 2023",Night,No
M042,Brother,J3000,"October 15, 2023",Night,No
M043,Brother,J3000,"October 15, 2023",Night,No
M044,Brother,J3000,"October 15, 2023",Night,No
M045,Brother,B2000,"October 15, 2023",Night,No
M046,Singer,S1000,"October 15, 2023",Night,No
M047,Juki,J3000,"October 15, 2023",Night,No
M048,Singer,B2000,"October 15, 2023",Night,No
M049,Singer,B2000,"October 15, 2023",Night,No
M050,Brother,B2000,"October 15, 2023",Night,No
M001,Singer,J3000,"October 16, 2023",Day,No
M002,Juki,S1000,"October 16, 2023",Day,No
M003,Brother,J3000,"October 16, 2023",Day,No
M004,Juki,J3000,"October 16, 2023",Day,No
M005,Brother,B2000,"October 16, 2023",Day,No
M006,Singer,J3000,"October 16, 2023",Day,Yes
M007,Juki,B2000,"October 16, 2023",Day,No
M008,Singer,B2000,"October 16, 2023",Day,No
M009,Singer,B2000,"October 16, 2023",Day,No
M010,Brother,J3000,"October 16, 2023",Day,No
M011,Brother,S1000,"October 16, 2023",Day,No
M012,Brother,S1000,"October 16, 2023",Day,No
M013,Singer,B2000,"October 16, 2023",Day,No
M014,Juki,J3000,"October 16, 2023",Day,No
M015,Singer,S1000,"October 16, 2023",Day,No
M016,Brother,B2000,"October 16, 2023",Day,No
M017,Singer,S1000,"October 16, 2023",Day,No
M018,Brother,B2000,"October 16, 2023",Day,Yes
M019,Singer,B2000,"October 16, 2023",Day,No
M020,Singer,S1000,"October 16, 2023",Day,No
M021,Brother,S1000,"October 16, 2023",Day,Yes
M022,Juki,J3000,"October 16, 2023",Day,Yes
M023,Juki,J3000,"October 16, 2023",Day,No
M024,Brother,B2000,"October 16, 2023",Day,No
M025,Singer,S1000,"October 16, 2023",Day,No
M026,Singer,S1000,"October 16, 2023",Day,Yes
M027,Singer,B2000,"October 16, 2023",Day,No
M028,Singer,J3000,"October 16, 2023",Day,No
M029,Juki,S1000,"October 16, 2023",Day,Yes
M030,Brother,S1000,"October 16, 2023",Day,Yes
M031,Brother,S1000,"October 16, 2023",Day,No
M032,Juki,S1000,"October 16, 2023",Day,No
M033,Juki,B2000,"October 16, 2023",Day,No
M034,Brother,J3000,"October 16, 2023",Day,No
M035,Juki,J3000,"October 16, 2023",Day,No
M036,Juki,S1000,"October 16, 2023",Day,No
M037,Juki,S1000,"October 16, 2023",Day,No
M038,Juki,J3000,"October 16, 2023",Day,No
M039,Singer,B2000,"October 16, 2023",Day,Yes
M040,Singer,B2000,"October 16, 2023",Day,No
M041,Brother,J3000,"October 16, 2023",Day,No
M042,Singer,B2000,"October 16, 2023",Day,No
M043,Singer,B2000,"October 16, 2023",Day,No
M044,Singer,J3000,"October 16, 2023",Day,No
M045,Juki,S1000,"October 16, 2023",Day,Yes
M046,Juki,S1000,"October 16, 2023",Day,No
M047,Singer,B2000,"October 16, 2023",Day,No
M048,Brother,B2000,"October 16, 2023",Day,No
M049,Juki,J3000,"October 16, 2023",Day,No
M050,Singer,S1000,"October 16, 2023",Day,No
M001,Singer,J3000,"October 16, 2023",Night,No
M002,Singer,S1000,"October 16, 2023",Night,No
M003,Juki,J3000,"October 16, 2023",Night,No
M004,Brother,B2000,"October 16, 2023",Night,No
M005,Juki,B2000,"October 16, 2023",Night,No
M006,Juki,B2000,"October 16, 2023",Night,No
M007,Juki,S1000,"October 16, 2023",Night,No
M008,Brother,B2000,"October 16, 2023",Night,No
M009,Singer,B2000,"October 16, 2023",Night,No
M010,Singer,B2000,"October 16, 2023",Night,No
M011,Singer,S1000,"October 16, 2023",Night,Yes
M012,Brother,B2000,"October 16, 2023",Night,No
M013,Brother,J3000,"October 16, 2023",Night,No
M014,Juki,B2000,"October 16, 2023",Night,No
M015,Brother,B2000,"October 16, 2023",Night,No
M016,Brother,S1000,"October 16, 2023",Night,No
M017,Juki,J3000,"October 16, 2023",Night,No
M018,Brother,J3000,"October 16, 2023",Night,No
M019,Singer,S1000,"October 16, 2023",Night,Yes
M020,Singer,B2000,"October 16, 2023",Night,Yes
M021,Brother,B2000,"October 16, 2023",Night,No
M022,Brother,B2000,"October 16, 2023",Night,No
M023,Singer,J3000,"October 16, 2023",Night,No
M024,Juki,J3000,"October 16, 2023",Night,No
M025,Juki,S1000,"October 16, 2023",Night,No
M026,Brother,S1000,"October 16, 2023",Night,No
M027,Juki,B2000,"October 16, 2023",Night,No
M028,Singer,J3000,"October 16, 2023",Night,No
M029,Juki,J3000,"October 16, 2023",Night,No
M030,Juki,S1000,"October 16, 2023",Night,Yes
M031,Juki,J3000,"October 16, 2023",Night,Yes
M032,Singer,J3000,"October 16, 2023",Night,Yes
M033,Singer,B2000,"October 16, 2023",Night,Yes
M034,Brother,J3000,"October 16, 2023",Night,No
M035,Brother,B2000,"October 16, 2023",Night,Yes
M036,Juki,S1000,"October 16, 2023",Night,No
M037,Singer,J3000,"October 16, 2023",Night,No
M038,Singer,B2000,"October 16, 2023",Night,No
M039,Juki,S1000,"October 16, 2023",Night,Yes
M040,Juki,S1000,"October 16, 2023",Night,No
M041,Singer,B2000,"October 16, 2023",Night,No
M042,Singer,B2000,"October 16, 2023",Night,No
M043,Singer,J3000,"October 16, 2023",Night,No
M044,Juki,B2000,"October 16, 2023",Night,No
M045,Singer,B2000,"October 16, 2023",Night,No
M046,Singer,S1000,"October 16, 2023",Night,No
M047,Brother,B2000,"October 16, 2023",Night,No
M048,Singer,B2000,"October 16, 2023",Night,No
M049,Juki,J3000,"October 16, 2023",Night,No
M050,Juki,B2000,"October 16, 2023",Night,No
M001,Juki,B2000,"October 17, 2023",Day,No
M002,Singer,S1000,"October 17, 2023",Day,Yes
M003,Brother,B2000,"October 17, 2023",Day,No
M004,Singer,S1000,"October 17, 2023",Day,No
M005,Juki,J3000,"October 17, 2023",Day,No
M006,Singer,S1000,"October 17, 2023",Day,No
M007,Brother,B2000,"October 17, 2023",Day,No
M008,Singer,B2000,"October 17, 2023",Day,Yes
M009,Singer,J3000,"October 17, 2023",Day,No
M010,Brother,S1000,"October 17, 2023",Day,No
M011,Juki,J3000,"October 17, 2023",Day,Yes
M012,Brother,B2000,"October 17, 2023",Day,No
M013,Juki,S1000,"October 17, 2023",Day,No
M014,Brother,J3000,"October 17, 2023",Day,No
M015,Singer,S1000,"October 17, 2023",Day,Yes
M016,Brother,S1000,"October 17, 2023",Day,Yes
M017,Brother,S1000,"October 17, 2023",Day,No
M018,Brother,S1000,"October 17, 2023",Day,Yes
M019,Juki,B2000,"October 17, 2023",Day,No
M020,Singer,S1000,"October 17, 2023",Day,No
M021,Singer,S1000,"October 17, 2023",Day,No
M022,Singer,J3000,"October 17, 2023",Day,No
M023,Brother,S1000,"October 17, 2023",Day,No
M024,Brother,S1000,"October 17, 2023",Day,No
M025,Singer,J3000,"October 17, 2023",Day,No
M026,Juki,J3000,"October 17, 2023",Day,No
M027,Singer,J3000,"October 17, 2023",Day,No
M028,Juki,J3000,"October 17, 2023",Day,No
M029,Singer,S1000,"October 17, 2023",Day,No
M030,Brother,B2000,"October 17, 2023",Day,No
M031,Brother,S1000,"October 17, 2023",Day,No
M032,Singer,B2000,"October 17, 2023",Day,No
M033,Singer,S1000,"October 17, 2023",Day,No
M034,Brother,S1000,"October 17, 2023",Day,Yes
M035,Brother,J3000,"October 17, 2023",Day,No
M036,Singer,S1000,"October 17, 2023",Day,No
M037,Singer,S1000,"October 17, 2023",Day,No
M038,Juki,S1000,"October 17, 2023",Day,No
M039,Singer,J3000,"October 17, 2023",Day,No
M040,Juki,B2000,"October 17, 2023",Day,No
M041,Brother,J3000,"October 17, 2023",Day,No
M042,Brother,S1000,"October 17, 2023",Day,No
M043,Juki,J3000,"October 17, 2023",Day,Yes
M044,Brother,B2000,"October 17, 2023",Day,No
M045,Brother,B2000,"October 17, 2023",Day,No
M046,Singer,B2000,"October 17, 2023",Day,Yes
M047,Juki,S1000,"October 17, 2023",Day,No
M048,Singer,S1000,"October 17, 2023",Day,No
M049,Brother,B2000,"October 17, 2023",Day,No
M050,Brother,J3000,"October 17, 2023",Day,No
